dataset,n,zero_mean_aopc,zero_sem,token_baseline_mean_aopc,token_baseline_sem,token_baseline_minus_zero,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_p,holm_p
LAMBADA,699,-1.2760845918014367,0.0210736836990836,-1.437126253493089,0.019040986007191712,-0.16104166169165227,-0.20075731242500908,-0.12206969364167285,1.2309681502280599e-14,1.2309681502280599e-14
IWSLT2017 DE→EN,726,-0.9623064257160816,0.018948214632173114,-1.272546219382196,0.015869629494296014,-0.31023979366611415,-0.3467950826227498,-0.2760176412244633,1.4950399931197857e-49,2.9900799862395714e-49
