model,prompt_index,method,n_tokens,is_correct,spearman,kendall_tau_b,top10_jaccard
LLaMA-3.2 3B,115,Input × Gradient,100,True,0.4548334833483348,0.31838383838383844,0.1111111111111111
LLaMA-3.2 3B,115,Fisher Scope (k=4),100,True,0.47219921992199215,0.3268686868686869,0.1111111111111111
LLaMA-3.2 3B,115,Integrated Gradients,100,True,0.22634263426342632,0.15111111111111114,0.1111111111111111
LLaMA-3.2 3B,115,Random,100,True,-0.023558355835583557,-0.018181818181818184,0.05263157894736842
LLaMA-3.2 3B,116,Temperature Scope,91,False,0.7868450390189521,0.6053724053724053,0.5384615384615384
LLaMA-3.2 3B,116,Semantic Scope,91,False,0.7760789934702979,0.5975579975579975,0.5384615384615384
LLaMA-3.2 3B,116,Input × Gradient,91,False,0.7338429686255774,0.5477411477411478,0.42857142857142855
LLaMA-3.2 3B,116,Fisher Scope (k=4),91,False,0.7901576684185381,0.6146520146520146,0.5384615384615384
LLaMA-3.2 3B,116,Integrated Gradients,91,False,0.3163401815575729,0.21855921855921853,0.17647058823529413
LLaMA-3.2 3B,116,Random,91,False,0.12134097786271701,0.0862026862026862,0.1111111111111111
LLaMA-3.2 3B,117,Temperature Scope,74,True,0.36281377267678633,0.24768604220659016,0.14285714285714285
LLaMA-3.2 3B,117,Semantic Scope,74,True,0.3625472047389855,0.2513883746760459,0.14285714285714285
LLaMA-3.2 3B,117,Input × Gradient,74,True,0.5144613106256941,0.3528322843391337,0.3333333333333333
LLaMA-3.2 3B,117,Fisher Scope (k=4),74,True,0.5352536097741576,0.3757867456497594,0.3333333333333333
LLaMA-3.2 3B,117,Integrated Gradients,74,True,-0.13794890781192148,-0.08626434653831913,0.06666666666666667
LLaMA-3.2 3B,117,Random,74,True,-0.024835246205109213,-0.028507960014809333,0.0
LLaMA-3.2 3B,118,Temperature Scope,82,True,0.7468246971626344,0.5844625112917796,0.8
LLaMA-3.2 3B,118,Semantic Scope,82,True,0.7373776950620913,0.5615778380006023,0.6363636363636364
LLaMA-3.2 3B,118,Input × Gradient,82,True,0.7238384432037093,0.5465221318879856,0.6363636363636364
LLaMA-3.2 3B,118,Fisher Scope (k=4),82,True,0.7842861962756175,0.6133694670280037,0.6363636363636364
LLaMA-3.2 3B,118,Integrated Gradients,82,True,0.3162460138657611,0.2146943691659139,0.38461538461538464
LLaMA-3.2 3B,118,Random,82,True,0.06807718679596435,0.047274917193616386,0.0
LLaMA-3.2 3B,119,Temperature Scope,75,True,0.5510384068278805,0.38522522522522523,0.23076923076923078
LLaMA-3.2 3B,119,Semantic Scope,75,True,0.5693314366998578,0.3866666666666667,0.23076923076923078
LLaMA-3.2 3B,119,Input × Gradient,75,True,0.6798577524893314,0.4897297297297298,0.23076923076923078
LLaMA-3.2 3B,119,Fisher Scope (k=4),75,True,0.6597439544807965,0.4717117117117118,0.06666666666666667
LLaMA-3.2 3B,119,Integrated Gradients,75,True,0.31049786628733994,0.21153153153153154,0.06666666666666667
LLaMA-3.2 3B,119,Random,75,True,-0.21906116642958748,-0.15243243243243246,0.0
LLaMA-3.2 3B,120,Temperature Scope,80,True,0.36781528363806854,0.2569620253164557,0.14285714285714285
LLaMA-3.2 3B,120,Semantic Scope,80,True,0.45419596812001883,0.30443037974683546,0.14285714285714285
LLaMA-3.2 3B,120,Input × Gradient,80,True,0.4338490389123301,0.2873417721518987,0.14285714285714285
LLaMA-3.2 3B,120,Fisher Scope (k=4),80,True,0.47062822315986874,0.31962025316455694,0.14285714285714285
LLaMA-3.2 3B,120,Integrated Gradients,80,True,0.10264885138302861,0.07278481012658226,0.14285714285714285
LLaMA-3.2 3B,120,Random,80,True,-0.03776371308016878,-0.020253164556962022,0.14285714285714285
LLaMA-3.2 3B,121,Temperature Scope,78,True,0.46501599666156623,0.3466533466533467,0.45454545454545453
LLaMA-3.2 3B,121,Semantic Scope,78,True,0.2979931460944119,0.23476523476523478,0.45454545454545453
LLaMA-3.2 3B,121,Input × Gradient,78,True,0.27103276470365073,0.2047952047952048,0.45454545454545453
LLaMA-3.2 3B,121,Fisher Scope (k=4),78,True,0.3062886480608,0.23809523809523808,0.45454545454545453
LLaMA-3.2 3B,121,Integrated Gradients,78,True,0.3237142604231212,0.23343323343323344,0.3333333333333333
LLaMA-3.2 3B,121,Random,78,True,-0.0872671632165303,-0.05827505827505828,0.06666666666666667
LLaMA-3.2 3B,122,Temperature Scope,73,True,0.7620325805257313,0.5882800608828006,0.23076923076923078
LLaMA-3.2 3B,122,Semantic Scope,73,True,0.7359928421572258,0.571537290715373,0.3333333333333333
LLaMA-3.2 3B,122,Input × Gradient,73,True,0.7379982722448478,0.5502283105022832,0.23076923076923078
LLaMA-3.2 3B,122,Fisher Scope (k=4),73,True,0.7601814142910034,0.5875190258751902,0.3333333333333333
LLaMA-3.2 3B,122,Integrated Gradients,73,True,0.4316302603973838,0.3089802130898021,0.06666666666666667
LLaMA-3.2 3B,122,Random,73,True,-0.07997038134024437,-0.04642313546423136,0.06666666666666667
LLaMA-3.2 3B,123,Temperature Scope,83,True,0.5510683850384114,0.3858360270349691,0.125
LLaMA-3.2 3B,123,Semantic Scope,83,True,0.4790311070064229,0.31883632089332936,0.125
LLaMA-3.2 3B,123,Input × Gradient,83,True,0.530036522396205,0.3458712900382016,0.058823529411764705
LLaMA-3.2 3B,123,Fisher Scope (k=4),83,True,0.5197724696696192,0.34822215692036435,0.125
LLaMA-3.2 3B,123,Integrated Gradients,83,True,0.345010704840267,0.2324419629738466,0.125
LLaMA-3.2 3B,123,Random,83,True,0.06867889677175601,0.04672347928298559,0.058823529411764705
LLaMA-3.2 3B,124,Temperature Scope,80,True,0.3617440225035162,0.26139240506329114,0.14285714285714285
LLaMA-3.2 3B,124,Semantic Scope,80,True,0.47229254571026724,0.3550632911392405,0.45454545454545453
LLaMA-3.2 3B,124,Input × Gradient,80,True,0.4334505391467417,0.31518987341772153,0.45454545454545453
LLaMA-3.2 3B,124,Fisher Scope (k=4),80,True,0.4198781059540554,0.3132911392405063,0.45454545454545453
LLaMA-3.2 3B,124,Integrated Gradients,80,True,0.48666197843413034,0.35253164556962024,0.23076923076923078
LLaMA-3.2 3B,124,Random,80,True,-0.011228316924519456,-0.0025316455696202528,0.14285714285714285
LLaMA-3.2 3B,125,Temperature Scope,66,True,0.757895835507776,0.5729603729603729,0.2727272727272727
LLaMA-3.2 3B,125,Semantic Scope,66,True,0.7419893539296526,0.5515151515151515,0.16666666666666666
LLaMA-3.2 3B,125,Input × Gradient,66,True,0.6848345684166581,0.4927738927738927,0.2727272727272727
LLaMA-3.2 3B,125,Fisher Scope (k=4),66,True,0.7609435340778626,0.5776223776223777,0.2727272727272727
LLaMA-3.2 3B,125,Integrated Gradients,66,True,0.2670493685419059,0.186013986013986,0.2727272727272727
LLaMA-3.2 3B,125,Random,66,True,-0.15933618620185788,-0.11794871794871793,0.0
LLaMA-3.2 3B,126,Temperature Scope,79,True,0.6297955209347614,0.450827653359299,0.3333333333333333
LLaMA-3.2 3B,126,Semantic Scope,79,True,0.7852726387536514,0.5890944498539435,0.45454545454545453
LLaMA-3.2 3B,126,Input × Gradient,79,True,0.7429162609542357,0.5624797143784486,0.45454545454545453
LLaMA-3.2 3B,126,Fisher Scope (k=4),79,True,0.748539435248296,0.5663745537163258,0.3333333333333333
LLaMA-3.2 3B,126,Integrated Gradients,79,True,0.08700097370983446,0.05030834144758196,0.0
LLaMA-3.2 3B,126,Random,79,True,-0.14608081791626096,-0.09185329438493996,0.06666666666666667
LLaMA-3.2 3B,127,Temperature Scope,72,False,0.7914335327030678,0.5946791862284819,0.23076923076923078
LLaMA-3.2 3B,127,Semantic Scope,72,False,0.736446073702489,0.5446009389671361,0.6
LLaMA-3.2 3B,127,Input × Gradient,72,False,0.6528715673033636,0.4663536776212832,0.45454545454545453
LLaMA-3.2 3B,127,Fisher Scope (k=4),72,False,0.7432310759534376,0.5539906103286384,0.45454545454545453
LLaMA-3.2 3B,127,Integrated Gradients,72,False,0.4786159881664416,0.33176838810641623,0.23076923076923078
LLaMA-3.2 3B,127,Random,72,False,0.2084699980706155,0.1408450704225352,0.0
LLaMA-3.2 3B,128,Temperature Scope,80,True,0.663314580403188,0.46645569620253163,0.23076923076923078
LLaMA-3.2 3B,128,Semantic Scope,80,True,0.6741912798874825,0.4848101265822784,0.23076923076923078
LLaMA-3.2 3B,128,Input × Gradient,80,True,0.6544303797468354,0.45379746835443036,0.3333333333333333
LLaMA-3.2 3B,128,Fisher Scope (k=4),80,True,0.6807079231129864,0.4854430379746835,0.23076923076923078
LLaMA-3.2 3B,128,Integrated Gradients,80,True,0.40829817158931087,0.2898734177215189,0.23076923076923078
LLaMA-3.2 3B,128,Random,80,True,-0.07311298640412565,-0.0481012658227848,0.06666666666666667
LLaMA-3.2 3B,129,Temperature Scope,67,False,0.6400750259398198,0.4663048394391679,0.2727272727272727
LLaMA-3.2 3B,129,Semantic Scope,67,False,0.556748343842286,0.3930348258706468,0.2727272727272727
LLaMA-3.2 3B,129,Input × Gradient,67,False,0.5316066725197542,0.37856173677069205,0.2727272727272727
LLaMA-3.2 3B,129,Fisher Scope (k=4),67,False,0.6204006704445687,0.44730890999547723,0.4
LLaMA-3.2 3B,129,Integrated Gradients,67,False,0.2590390294516721,0.17051108095884218,0.16666666666666666
LLaMA-3.2 3B,129,Random,67,False,-0.017279910607390855,-0.015829941203075532,0.0
LLaMA-3.2 3B,130,Temperature Scope,82,False,0.6330688608090901,0.4393255043661548,0.38461538461538464
LLaMA-3.2 3B,130,Semantic Scope,82,False,0.6903168228469433,0.5007527853056308,0.6363636363636364
LLaMA-3.2 3B,130,Input × Gradient,82,False,0.7315440624285761,0.5338753387533876,0.6363636363636364
LLaMA-3.2 3B,130,Fisher Scope (k=4),82,False,0.6973476562074857,0.5037639265281542,0.8
LLaMA-3.2 3B,130,Integrated Gradients,82,False,0.38372460029821187,0.26528154170430596,0.2857142857142857
LLaMA-3.2 3B,130,Random,82,False,0.04028036264298386,0.013550135501355014,0.058823529411764705
LLaMA-3.2 3B,131,Temperature Scope,75,True,0.5150213371266003,0.36144144144144147,0.23076923076923078
LLaMA-3.2 3B,131,Semantic Scope,75,True,0.3687055476529161,0.2511711711711712,0.23076923076923078
LLaMA-3.2 3B,131,Input × Gradient,75,True,0.40677098150782365,0.2958558558558559,0.3333333333333333
LLaMA-3.2 3B,131,Fisher Scope (k=4),75,True,0.6184637268847795,0.4486486486486487,0.3333333333333333
LLaMA-3.2 3B,131,Integrated Gradients,75,True,0.3535135135135135,0.23675675675675678,0.23076923076923078
LLaMA-3.2 3B,131,Random,75,True,-0.07476529160739687,-0.05153153153153154,0.14285714285714285
LLaMA-3.2 3B,132,Temperature Scope,95,True,0.5655795072788354,0.406047032474804,0.42857142857142855
LLaMA-3.2 3B,132,Semantic Scope,95,True,0.6419792833146697,0.47099664053751394,0.3333333333333333
LLaMA-3.2 3B,132,Input × Gradient,95,True,0.5923152295632699,0.4257558790593504,0.3333333333333333
LLaMA-3.2 3B,132,Fisher Scope (k=4),95,True,0.6356942889137738,0.46338185890257555,0.3333333333333333
LLaMA-3.2 3B,132,Integrated Gradients,95,True,0.22562989921612542,0.16192609182530793,0.17647058823529413
LLaMA-3.2 3B,132,Random,95,True,0.34881019036954086,0.24031354983202685,0.1111111111111111
LLaMA-3.2 3B,133,Temperature Scope,84,True,0.616543484863825,0.44234079173838214,0.38461538461538464
LLaMA-3.2 3B,133,Semantic Scope,84,True,0.6134048800242989,0.44234079173838214,0.2
LLaMA-3.2 3B,133,Input × Gradient,84,True,0.6939151564240155,0.4945496270797476,0.2
LLaMA-3.2 3B,133,Fisher Scope (k=4),84,True,0.6974182444061963,0.5083189902467011,0.5
LLaMA-3.2 3B,133,Integrated Gradients,84,True,0.04499341905436874,0.03901319563970167,0.125
LLaMA-3.2 3B,133,Random,84,True,0.06799635516857346,0.049340218014916816,0.0
LLaMA-3.2 3B,134,Temperature Scope,77,True,0.31250328618749673,0.2200956937799043,0.45454545454545453
LLaMA-3.2 3B,134,Semantic Scope,77,True,0.3311425416688574,0.22829801777170197,0.45454545454545453
LLaMA-3.2 3B,134,Input × Gradient,77,True,0.3036963036963037,0.20642515379357482,0.45454545454545453
LLaMA-3.2 3B,134,Fisher Scope (k=4),77,True,0.3264893001735107,0.22761449077238552,0.3333333333333333
LLaMA-3.2 3B,134,Integrated Gradients,77,True,0.39405331510594666,0.2822966507177033,0.23076923076923078
LLaMA-3.2 3B,134,Random,77,True,0.04414007045585993,0.030758714969241284,0.0
LLaMA-3.2 3B,135,Temperature Scope,76,True,0.5384825700615175,0.38526315789473686,0.14285714285714285
LLaMA-3.2 3B,135,Semantic Scope,76,True,0.7285577580314423,0.5487719298245615,0.23076923076923078
LLaMA-3.2 3B,135,Input × Gradient,76,True,0.6574982911825018,0.46947368421052643,0.23076923076923078
LLaMA-3.2 3B,135,Fisher Scope (k=4),76,True,0.6681066302118933,0.4975438596491229,0.23076923076923078
LLaMA-3.2 3B,135,Integrated Gradients,76,True,0.2525768967874231,0.16561403508771932,0.14285714285714285
LLaMA-3.2 3B,135,Random,76,True,-0.02862611073137389,-0.01473684210526316,0.14285714285714285
LLaMA-3.2 3B,136,Temperature Scope,64,True,0.4961080586080586,0.35218253968253965,0.16666666666666666
LLaMA-3.2 3B,136,Semantic Scope,64,True,0.35480769230769227,0.26091269841269843,0.16666666666666666
LLaMA-3.2 3B,136,Input × Gradient,64,True,0.31405677655677655,0.23412698412698413,0.16666666666666666
LLaMA-3.2 3B,136,Fisher Scope (k=4),64,True,0.44006410256410244,0.30952380952380953,0.16666666666666666
LLaMA-3.2 3B,136,Integrated Gradients,64,True,0.27408424908424905,0.19345238095238093,0.2727272727272727
LLaMA-3.2 3B,136,Random,64,True,0.1855311355311355,0.125,0.16666666666666666
LLaMA-3.2 3B,137,Temperature Scope,84,True,0.4511693834160171,0.32816982214572576,0.38461538461538464
LLaMA-3.2 3B,137,Semantic Scope,84,True,0.5623772400526476,0.4039013195639702,0.38461538461538464
LLaMA-3.2 3B,137,Input × Gradient,84,True,0.588356788498532,0.43373493975903615,0.6363636363636364
LLaMA-3.2 3B,137,Fisher Scope (k=4),84,True,0.5999190037460768,0.4452094090648308,0.5
LLaMA-3.2 3B,137,Integrated Gradients,84,True,0.24011339475549254,0.17326448651749857,0.0
LLaMA-3.2 3B,137,Random,84,True,0.031872025918801256,0.024096385542168676,0.058823529411764705
LLaMA-3.2 3B,138,Temperature Scope,80,False,0.38274730426629167,0.270253164556962,0.23076923076923078
LLaMA-3.2 3B,138,Semantic Scope,80,False,0.5728551336146274,0.42088607594936706,0.45454545454545453
LLaMA-3.2 3B,138,Input × Gradient,80,False,0.5242616033755274,0.3791139240506329,0.3333333333333333
LLaMA-3.2 3B,138,Fisher Scope (k=4),80,False,0.5827238631036099,0.4215189873417721,0.45454545454545453
LLaMA-3.2 3B,138,Integrated Gradients,80,False,0.2537037037037037,0.17594936708860756,0.06666666666666667
LLaMA-3.2 3B,138,Random,80,False,-0.0883497421472105,-0.058227848101265814,0.06666666666666667
LLaMA-3.2 3B,139,Temperature Scope,75,True,0.681280227596017,0.5336936936936937,0.6
LLaMA-3.2 3B,139,Semantic Scope,75,True,0.7080512091038407,0.5437837837837839,0.45454545454545453
LLaMA-3.2 3B,139,Input × Gradient,75,True,0.7397439544807966,0.5704504504504505,0.45454545454545453
LLaMA-3.2 3B,139,Fisher Scope (k=4),75,True,0.7164438122332859,0.5632432432432433,0.3333333333333333
LLaMA-3.2 3B,139,Integrated Gradients,75,True,0.33604551920341397,0.2345945945945946,0.14285714285714285
LLaMA-3.2 3B,139,Random,75,True,-0.03940256045519203,-0.028468468468468473,0.06666666666666667
LLaMA-3.2 3B,140,Temperature Scope,70,True,0.4590149593211442,0.3333333333333333,0.5555555555555556
LLaMA-3.2 3B,140,Semantic Scope,70,True,0.39270405038929224,0.2753623188405797,0.4
LLaMA-3.2 3B,140,Input × Gradient,70,True,0.41852856268043037,0.29937888198757767,0.4
LLaMA-3.2 3B,140,Fisher Scope (k=4),70,True,0.46013472137170847,0.325879917184265,0.4
LLaMA-3.2 3B,140,Integrated Gradients,70,True,0.3460239699063949,0.23643892339544514,0.2727272727272727
LLaMA-3.2 3B,140,Random,70,True,0.07143731956959146,0.044306418219461706,0.0
LLaMA-3.2 3B,141,Temperature Scope,79,True,0.46579844206426485,0.31905225576111657,0.23076923076923078
LLaMA-3.2 3B,141,Semantic Scope,79,True,0.43218111002921134,0.3028237585199611,0.3333333333333333
LLaMA-3.2 3B,141,Input × Gradient,79,True,0.39851509250243433,0.2755598831548199,0.3333333333333333
LLaMA-3.2 3B,141,Fisher Scope (k=4),79,True,0.4799415774099319,0.33722817267121064,0.3333333333333333
LLaMA-3.2 3B,141,Integrated Gradients,79,True,0.13069620253164557,0.0834144758195391,0.45454545454545453
LLaMA-3.2 3B,141,Random,79,True,-0.0321811100292113,-0.0172022070756248,0.0
LLaMA-3.2 3B,142,Temperature Scope,64,True,0.5337912087912088,0.37896825396825395,0.2727272727272727
LLaMA-3.2 3B,142,Semantic Scope,64,True,0.5392399267399267,0.380952380952381,0.2727272727272727
LLaMA-3.2 3B,142,Input × Gradient,64,True,0.47326007326007313,0.3343253968253968,0.2727272727272727
LLaMA-3.2 3B,142,Fisher Scope (k=4),64,True,0.4834249084249083,0.3492063492063492,0.16666666666666666
LLaMA-3.2 3B,142,Integrated Gradients,64,True,0.3327380952380952,0.23214285714285715,0.4
LLaMA-3.2 3B,142,Random,64,True,0.11579670329670327,0.07341269841269842,0.0
LLaMA-3.2 3B,143,Temperature Scope,68,True,0.6628239874794823,0.47058823529411753,0.16666666666666666
LLaMA-3.2 3B,143,Semantic Scope,68,True,0.6321716227048898,0.44337137840210705,0.2727272727272727
LLaMA-3.2 3B,143,Input × Gradient,68,True,0.6259877085162423,0.4512730465320456,0.2727272727272727
LLaMA-3.2 3B,143,Fisher Scope (k=4),68,True,0.6696950032446463,0.4784899034240562,0.2727272727272727
LLaMA-3.2 3B,143,Integrated Gradients,68,True,0.6059090735580409,0.41791044776119396,0.16666666666666666
LLaMA-3.2 3B,143,Random,68,True,0.17299690804290566,0.12028094820017558,0.07692307692307693
LLaMA-3.2 3B,144,Temperature Scope,65,True,0.8201923076923078,0.6230769230769232,0.2727272727272727
LLaMA-3.2 3B,144,Semantic Scope,65,True,0.8597902097902098,0.6653846153846155,0.16666666666666666
LLaMA-3.2 3B,144,Input × Gradient,65,True,0.8608828671328672,0.6711538461538462,0.2727272727272727
LLaMA-3.2 3B,144,Fisher Scope (k=4),65,True,0.8844405594405594,0.6923076923076924,0.2727272727272727
LLaMA-3.2 3B,144,Integrated Gradients,65,True,0.6741695804195804,0.4855769230769232,0.16666666666666666
LLaMA-3.2 3B,144,Random,65,True,-0.06328671328671329,-0.03365384615384616,0.0
LLaMA-3.2 3B,145,Temperature Scope,74,True,0.4004294705664568,0.2765642354683451,0.06666666666666667
LLaMA-3.2 3B,145,Semantic Scope,74,True,0.39462421325435015,0.26619770455386893,0.06666666666666667
LLaMA-3.2 3B,145,Input × Gradient,74,True,0.4131358756016289,0.28619029988893,0.14285714285714285
LLaMA-3.2 3B,145,Fisher Scope (k=4),74,True,0.5121214365049981,0.3439466864124398,0.23076923076923078
LLaMA-3.2 3B,145,Integrated Gradients,74,True,0.36071084783413543,0.23880044427989636,0.06666666666666667
LLaMA-3.2 3B,145,Random,74,True,0.03283228433913365,0.014439096630877455,0.06666666666666667
LLaMA-3.2 3B,146,Temperature Scope,101,True,0.29355853232382056,0.20752475247524757,0.2222222222222222
LLaMA-3.2 3B,146,Semantic Scope,101,True,0.23576004659289457,0.16871287128712875,0.2222222222222222
LLaMA-3.2 3B,146,Input × Gradient,101,True,0.27527082119976704,0.1932673267326733,0.29411764705882354
LLaMA-3.2 3B,146,Fisher Scope (k=4),101,True,0.33066977285963883,0.23405940594059413,0.29411764705882354
LLaMA-3.2 3B,146,Integrated Gradients,101,True,0.19514269073966217,0.12396039603960399,0.2222222222222222
LLaMA-3.2 3B,146,Random,101,True,0.14743156668608037,0.1017821782178218,0.0
LLaMA-3.2 3B,147,Temperature Scope,109,True,0.48110462422389033,0.34046890927624873,0.29411764705882354
LLaMA-3.2 3B,147,Semantic Scope,109,True,0.6145398943564082,0.4393476044852192,0.29411764705882354
LLaMA-3.2 3B,147,Input × Gradient,109,True,0.6198035399870262,0.4509004417261298,0.375
LLaMA-3.2 3B,147,Fisher Scope (k=4),109,True,0.6659809100176073,0.49031600407747195,0.29411764705882354
LLaMA-3.2 3B,147,Integrated Gradients,109,True,0.3686312667964045,0.2524634726469589,0.1
LLaMA-3.2 3B,147,Random,109,True,0.11924752108238348,0.07645259938837921,0.15789473684210525
LLaMA-3.2 3B,148,Temperature Scope,72,True,0.5742169914463953,0.4178403755868544,0.3333333333333333
LLaMA-3.2 3B,148,Semantic Scope,72,True,0.6014856260852789,0.4405320813771517,0.3333333333333333
LLaMA-3.2 3B,148,Input × Gradient,72,True,0.5355328316933566,0.3818466353677621,0.23076923076923078
LLaMA-3.2 3B,148,Fisher Scope (k=4),72,True,0.5399704161039296,0.39358372456964,0.3333333333333333
LLaMA-3.2 3B,148,Integrated Gradients,72,True,0.48691234162968683,0.35289514866979654,0.14285714285714285
LLaMA-3.2 3B,148,Random,72,True,0.12624606083992543,0.08450704225352111,0.14285714285714285
LLaMA-3.2 3B,149,Temperature Scope,67,True,0.48738925692393653,0.3414744459520579,0.2727272727272727
LLaMA-3.2 3B,149,Semantic Scope,67,True,0.6183254848750899,0.44188150158299416,0.2727272727272727
LLaMA-3.2 3B,149,Input × Gradient,67,True,0.5581451033602044,0.38489371325192223,0.2727272727272727
LLaMA-3.2 3B,149,Fisher Scope (k=4),67,True,0.6370021550003991,0.4581637268204433,0.2727272727272727
LLaMA-3.2 3B,149,Integrated Gradients,67,True,0.37824247745231077,0.25644504748982366,0.07692307692307693
LLaMA-3.2 3B,149,Random,67,True,0.005906297390055074,0.0049751243781094535,0.0
LLaMA-3.2 3B,150,Temperature Scope,76,True,0.3186329460013671,0.21754385964912284,0.6
LLaMA-3.2 3B,150,Semantic Scope,76,True,0.36429254955570745,0.2568421052631579,0.45454545454545453
LLaMA-3.2 3B,150,Input × Gradient,76,True,0.34903622693096376,0.23508771929824565,0.45454545454545453
LLaMA-3.2 3B,150,Fisher Scope (k=4),76,True,0.357511961722488,0.24210526315789477,0.45454545454545453
LLaMA-3.2 3B,150,Integrated Gradients,76,True,0.14159945317840056,0.09263157894736843,0.23076923076923078
LLaMA-3.2 3B,150,Random,76,True,0.11335611756664388,0.08070175438596491,0.0
LLaMA-3.2 3B,151,Temperature Scope,82,True,0.46256570999444935,0.32851550737729596,0.5
LLaMA-3.2 3B,151,Semantic Scope,82,True,0.38659788204307743,0.2713038241493526,0.38461538461538464
LLaMA-3.2 3B,151,Input × Gradient,82,True,0.4209684265517354,0.3026196928635953,0.38461538461538464
LLaMA-3.2 3B,151,Fisher Scope (k=4),82,True,0.5233835069274388,0.37970490816019276,0.5
LLaMA-3.2 3B,151,Integrated Gradients,82,True,0.25664718494574507,0.18096958747365252,0.125
LLaMA-3.2 3B,151,Random,82,True,-0.06093751700569215,-0.05028605841613972,0.125
LLaMA-3.2 3B,152,Temperature Scope,87,True,0.506269592476489,0.3611333867949746,0.5
LLaMA-3.2 3B,152,Semantic Scope,87,True,0.514744477655464,0.3691526329858326,0.5
LLaMA-3.2 3B,152,Input × Gradient,87,True,0.5084384340599255,0.3664795509222133,0.5
LLaMA-3.2 3B,152,Fisher Scope (k=4),87,True,0.5647554129911787,0.41299117882919006,0.5
LLaMA-3.2 3B,152,Integrated Gradients,87,True,0.17042720711525844,0.11146752205292702,0.2857142857142857
LLaMA-3.2 3B,152,Random,87,True,-0.02059488226288547,0.006148088746324511,0.058823529411764705
LLaMA-3.2 3B,153,Temperature Scope,81,True,0.597877145438121,0.4419753086419753,0.2857142857142857
LLaMA-3.2 3B,153,Semantic Scope,81,True,0.5950090334236676,0.4364197530864197,0.38461538461538464
LLaMA-3.2 3B,153,Input × Gradient,81,True,0.5827461607949412,0.41419753086419747,0.2
LLaMA-3.2 3B,153,Fisher Scope (k=4),81,True,0.5917795844625112,0.4314814814814815,0.2857142857142857
LLaMA-3.2 3B,153,Integrated Gradients,81,True,0.3894760614272809,0.2734567901234568,0.2
LLaMA-3.2 3B,153,Random,81,True,-0.09814814814814815,-0.06358024691358025,0.0
LLaMA-3.2 3B,154,Temperature Scope,93,True,0.4757691504282175,0.32725572697522204,0.5384615384615384
LLaMA-3.2 3B,154,Semantic Scope,93,True,0.5910745725284234,0.4310425432445067,0.8181818181818182
LLaMA-3.2 3B,154,Input × Gradient,93,True,0.5877771478022141,0.41795231416549783,0.6666666666666666
LLaMA-3.2 3B,154,Fisher Scope (k=4),93,True,0.5816597535137715,0.41795231416549783,0.8181818181818182
LLaMA-3.2 3B,154,Integrated Gradients,93,True,0.2875473725045507,0.19167835437120145,0.17647058823529413
LLaMA-3.2 3B,154,Random,93,True,0.169093730416878,0.11547452080411406,0.17647058823529413
LLaMA-3.2 3B,155,Temperature Scope,81,True,0.6185411020776874,0.43950617283950616,0.2
LLaMA-3.2 3B,155,Semantic Scope,81,True,0.6289972899728997,0.44012345679012344,0.125
LLaMA-3.2 3B,155,Input × Gradient,81,True,0.6139340560072267,0.4376543209876543,0.2
LLaMA-3.2 3B,155,Fisher Scope (k=4),81,True,0.6301716350496838,0.4419753086419753,0.2
LLaMA-3.2 3B,155,Integrated Gradients,81,True,0.38376242095754287,0.26728395061728394,0.125
LLaMA-3.2 3B,155,Random,81,True,-0.14699638663053297,-0.08086419753086418,0.058823529411764705
LLaMA-3.2 3B,156,Temperature Scope,74,True,0.5516623472787855,0.3824509440947797,0.45454545454545453
LLaMA-3.2 3B,156,Semantic Scope,74,True,0.6265679378008143,0.4594594594594595,0.6
LLaMA-3.2 3B,156,Input × Gradient,74,True,0.6358385783043315,0.46612365790447985,0.7777777777777778
LLaMA-3.2 3B,156,Fisher Scope (k=4),74,True,0.6685671973343205,0.4831543872639763,0.6
LLaMA-3.2 3B,156,Integrated Gradients,74,True,0.2414365049981488,0.16031099592743428,0.45454545454545453
LLaMA-3.2 3B,156,Random,74,True,-0.15779340984820434,-0.11144020733061828,0.06666666666666667
LLaMA-3.2 3B,157,Temperature Scope,81,False,0.6595076784101174,0.47098765432098766,0.125
LLaMA-3.2 3B,157,Semantic Scope,81,False,0.521364046973803,0.3611111111111111,0.058823529411764705
LLaMA-3.2 3B,157,Input × Gradient,81,False,0.48238482384823844,0.3345679012345679,0.058823529411764705
LLaMA-3.2 3B,157,Fisher Scope (k=4),81,False,0.6720867208672086,0.48333333333333334,0.125
LLaMA-3.2 3B,157,Integrated Gradients,81,False,0.48154923215898826,0.3376543209876543,0.125
LLaMA-3.2 3B,157,Random,81,False,0.013030713640469737,0.02037037037037037,0.2
LLaMA-3.2 3B,158,Temperature Scope,67,True,0.7151807805890336,0.5359565807327002,0.5555555555555556
LLaMA-3.2 3B,158,Semantic Scope,67,True,0.7137042062415199,0.5314337403889643,0.5555555555555556
LLaMA-3.2 3B,158,Input × Gradient,67,True,0.7047649453268419,0.5241971958389869,0.5555555555555556
LLaMA-3.2 3B,158,Fisher Scope (k=4),67,True,0.7087556868066088,0.5278154681139756,0.5555555555555556
LLaMA-3.2 3B,158,Integrated Gradients,67,True,0.3849469231383192,0.26006331976481234,0.16666666666666666
LLaMA-3.2 3B,158,Random,67,True,0.03495889536275841,0.035730438715513346,0.16666666666666666
LLaMA-3.2 3B,159,Temperature Scope,69,True,0.4819145049324078,0.32651321398124467,0.2727272727272727
