checkpoint,method,n,mean_spearman,sem_spearman,mean_top10_jaccard,sem_top10_jaccard,mean_random_floor_spearman,sem_random_floor_spearman,mean_random_floor_top10_jaccard,sem_random_floor_top10_jaccard
final_quarter,Semantic,200,0.8266771682081635,0.006303854292025358,0.5327521410164295,0.013141117257436344,0.0005724613415591568,0.0016255155311240878,0.06070957612612351,0.0009327242314171587
final_quarter,Temperature,200,0.8533302278004777,0.004844381196685598,0.5675467752402098,0.01190786545997267,0.001642975318653559,0.001676222714868761,0.05991524030629967,0.0009138077741393896
final_quarter,Fisher,200,0.8420071415374152,0.005367385613348043,0.520763329501521,0.012058691331276345,-0.0010655820588632919,0.0016993321017161592,0.05852335986560998,0.0009554618289029181
final_half,Semantic,200,0.6894010918985736,0.008860777904821177,0.3814974467600646,0.011991385757493972,-0.0008368280586511376,0.0017519039885736949,0.05950290148231835,0.001004201303395914
final_half,Temperature,200,0.7232935105248682,0.009077800353173458,0.43734246674104327,0.012051095223916241,-0.00020649147690587747,0.0018545303542953616,0.057938440906061005,0.0009926719593256585
final_half,Fisher,200,0.7020080982949887,0.008790923775313552,0.3761749754026891,0.012030116928486868,0.002456715920579599,0.0017308214764987912,0.05834193567439943,0.0008949209051755989
all_blocks,Semantic,200,0.142432211251588,0.012073501993368485,0.18128756162121326,0.00553184188800779,0.0015684047713112818,0.0017352148389946406,0.05762720932822012,0.001001871181787339
all_blocks,Temperature,200,0.13376505458587845,0.011386279021731647,0.2035260059788672,0.0058093239960182565,-0.0018629479934250998,0.0017464952178305965,0.05870914581084898,0.0009933366580536446
all_blocks,Fisher,200,0.11940068134234157,0.013278839798050132,0.163491605788823,0.005811515492534504,-0.0006467732307953567,0.0018332769285792035,0.05918780326886314,0.000998032316604417
